utt_id,file_id,speaker,speaker_nationality_mode,prev_speaker,interlocutor_nationality,nationality_match,condition
UI14MAZ_0104_170.036_175.005,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_175.005_178.724,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_185.862_198.831,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_198.831_209.653,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_209.653_223.496,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_223.496_231.385,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_231.385_240.520,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_240.520_251.458,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_251.458_259.019,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_259.019_269.158,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_269.158_277.276,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_277.276_285.538,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_285.538_292.561,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_292.561_300.967,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_300.967_311.318,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_311.318_319.024,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_319.024_329.853,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_329.853_340.256,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_340.256_350.889,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_350.889_358.486,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_358.486_370.116,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_370.116_377.466,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_377.466_387.571,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_387.571_395.915,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_395.915_402.837,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_402.837_410.828,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_410.828_420.309,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_420.309_436.093,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_436.093_452.229,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_452.229_466.918,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_466.918_477.536,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_477.536_484.891,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_484.891_493.442,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_493.442_505.672,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_505.672_513.097,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_513.097_526.287,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_526.287_536.677,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_536.677_547.453,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_547.453_554.788,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_554.788_566.172,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_566.172_575.888,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_575.888_590.840,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_590.840_603.586,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_603.586_617.962,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_617.962_628.747,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_628.747_641.344,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_641.344_649.617,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_649.617_659.015,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_659.015_669.155,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_669.155_677.635,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_677.635_690.626,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_690.626_701.462,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_701.462_708.363,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_711.269_714.255,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_718.061_728.695,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_728.695_741.813,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_741.813_753.255,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_753.255_758.022,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_758.022_771.936,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_771.936_785.548,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_785.548_793.084,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_798.004_810.477,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_810.477_825.588,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_825.588_840.664,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_840.664_851.225,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_851.225_861.516,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_861.516_872.238,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_872.238_884.165,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_884.165_894.142,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_894.142_903.516,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_903.516_912.638,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_912.638_924.144,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_924.144_932.660,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_932.660_947.524,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_947.524_959.250,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_959.250_973.630,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_973.630_985.359,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_985.359_991.546,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_996.403_1005.479,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_1005.479_1020.146,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_1020.146_1029.913,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_1029.913_1041.341,UI14MAZ_0104,14,malaysian,14,malaysian,same,monolingual_EN
UI14MAZ_0104_1041.341_1047.689,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1047.689_1060.119,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1060.119_1070.723,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1070.723_1082.710,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1082.710_1091.822,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1091.822_1099.916,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1099.916_1113.093,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1113.093_1125.318,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1125.318_1131.489,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1131.489_1143.218,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1143.218_1153.990,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1153.990_1161.675,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1161.675_1173.007,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1173.007_1185.019,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI14MAZ_0104_1185.019_1197.004,UI14MAZ_0104,14,malaysian,14,malaysian,same,code_switched
UI15FAZ_0101_0.000_3.514,UI15FAZ_0101,15,malaysian,,,different,monolingual_ZH
UI15FAZ_0101_3.514_3.999,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_3.999_4.836,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_5.731_11.363,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_11.772_14.843,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_14.843_15.450,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_15.450_20.490,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_23.677_24.133,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_24.133_25.897,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_25.897_26.651,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_26.651_29.916,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_32.465_34.113,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_37.826_40.567,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_40.567_41.732,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_42.064_46.376,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_46.920_47.265,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_49.587_50.836,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_51.639_52.035,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_55.550_55.997,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_56.974_61.188,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_61.501_63.604,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_65.029_66.913,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_67.475_71.962,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_73.885_77.445,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_78.071_81.208,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_83.284_84.363,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_84.721_85.839,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_87.423_89.219,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_91.353_91.833,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_97.462_101.152,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_101.740_106.365,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_107.426_108.118,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_111.312_112.123,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_113.707_115.650,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_116.748_117.847,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_119.049_120.110,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_120.110_120.531,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_120.531_123.291,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_124.826_129.387,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_130.844_135.359,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_136.762_141.029,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_142.371_145.918,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_145.918_146.625,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_146.625_148.978,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_148.978_149.549,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_149.549_152.961,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_154.276_154.787,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_158.301_164.153,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_164.625_167.738,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_168.262_173.309,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_173.447_178.402,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_178.812_183.694,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_186.824_194.886,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_195.115_198.028,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_199.779_202.350,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_205.766_207.099,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_208.917_210.546,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_215.407_217.540,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_232.766_235.179,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_235.179_235.804,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_235.804_240.442,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_242.032_244.763,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_244.763_245.479,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_245.479_249.588,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_250.147_253.265,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_254.081_258.177,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_260.101_267.532,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_270.593_274.032,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_280.029_283.650,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_283.650_284.153,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_284.153_287.373,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_289.391_291.977,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_294.189_297.419,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_297.978_299.664,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_300.546_302.824,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_304.107_304.765,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_308.419_311.322,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_312.663_315.106,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_316.094_316.646,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_317.197_325.215,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_326.372_329.752,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_332.900_335.713,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_337.136_338.041,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_343.380_346.350,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_352.635_358.059,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_358.059_362.384,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_362.384_362.919,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_362.919_365.987,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_367.739_368.612,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_368.958_372.659,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_373.317_375.812,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_378.436_383.095,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_387.012_387.373,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_388.961_392.341,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_392.341_392.613,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_392.613_396.442,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_396.756_399.142,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_399.142_400.219,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_400.219_404.950,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_405.263_407.146,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_407.780_418.826,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_424.330_425.906,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_429.344_431.400,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_435.284_437.311,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_439.285_440.272,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_440.658_446.172,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_449.660_450.577,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_451.496_454.712,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_455.559_459.383,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_459.695_461.998,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_462.418_467.593,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_468.136_473.327,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_473.771_475.465,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_476.540_484.290,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_484.800_488.345,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_489.332_491.882,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_496.490_499.813,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_501.442_504.757,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_505.281_505.602,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_511.170_517.864,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_523.796_527.406,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_529.134_529.849,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_532.638_533.148,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_535.617_538.782,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_539.564_541.359,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_544.252_548.103,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_550.250_551.936,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_556.412_557.826,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_560.064_560.365,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_564.173_566.832,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_568.163_568.714,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_571.132_572.950,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_579.819_580.198,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_581.884_585.294,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_587.062_587.408,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_593.866_597.077,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_602.745_603.198,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_604.497_604.900,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_616.550_616.929,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_623.790_625.024,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_627.787_628.174,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_631.614_633.160,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_634.871_635.957,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_636.228_642.262,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_643.562_650.267,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_650.719_657.967,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_660.017_660.395,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_663.324_670.201,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_670.596_670.942,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_675.788_677.540,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_680.262_682.606,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_684.031_687.017,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_687.888_689.344,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_695.383_696.584,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_697.250_700.577,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_707.594_707.971,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_713.375_714.930,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_721.577_722.276,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_723.331_725.050,UI15FAZ_0101,15,malaysian,15,malaysian,same,code_switched
UI15FAZ_0101_726.431_727.172,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_728.677_729.970,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_732.347_733.572,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_736.575_736.895,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_EN
UI15FAZ_0101_738.155_739.118,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_741.692_742.210,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
UI15FAZ_0101_743.855_744.752,UI15FAZ_0101,15,malaysian,15,malaysian,same,monolingual_ZH
