,path
6088,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1609_5.wav
6089,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1550_0.wav
6090,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1788_4.wav
6091,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1474_4.wav
6092,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1640_8.wav
6093,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1630_1.wav
6094,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1494_1.wav
6095,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1408_0.wav
6096,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_0.wav
6097,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1653_2.wav
6098,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1616_2.wav
6099,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1589_1.wav
6100,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1675_1.wav
6101,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1552_2.wav
6102,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1709_0.wav
6103,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1517_2.wav
6104,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1574_1.wav
6105,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1433_2.wav
6106,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1594_4.wav
6107,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1688_1.wav
6108,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1496_3.wav
6109,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_10.wav
6110,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1552_6.wav
6111,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1476_2.wav
6112,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1450_1.wav
6113,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1415_1.wav
6114,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1668_0.wav
6115,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_8.wav
6116,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1709_4.wav
6117,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_14.wav
6118,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1732_2.wav
6119,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1569_0.wav
6120,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1380_1.wav
6121,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1714_1.wav
6122,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1594_0.wav
6123,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1768_5.wav
6124,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1474_0.wav
6125,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1695_0.wav
6126,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_4.wav
6127,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1452_3.wav
6128,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1609_1.wav
6129,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1417_3.wav
6130,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1431_0.wav
6131,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1515_4.wav
6132,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1359_0.wav
6133,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1596_2.wav
6134,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1775_0.wav
6135,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1788_0.wav
6136,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1730_0.wav
6137,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1508_1.wav
6138,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1753_3.wav
6139,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1716_3.wav
6140,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1489_0.wav
6141,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1748_0.wav
6142,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_18.wav
6143,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1399_0.wav
6144,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1535_1.wav
6145,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1634_1.wav
6146,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1492_3.wav
6147,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1556_2.wav
6148,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1513_2.wav
6149,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1657_2.wav
6150,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1364_0.wav
6151,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1449_0.wav
6152,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_8.wav
6153,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1671_1.wav
6154,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1537_3.wav
6155,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1729_1.wav
6156,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1456_7.wav
6157,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1511_0.wav
6158,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1554_0.wav
6159,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1428_1.wav
6160,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1610_0.wav
6161,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1490_1.wav
6162,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1655_0.wav
6163,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1366_3.wav
6164,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1366_2.wav
6165,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1791_0.wav
6166,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1791_1.wav
6167,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1428_0.wav
6168,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1757_6.wav
6169,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1655_1.wav
6170,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1610_1.wav
6171,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1490_0.wav
6172,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1729_0.wav
6173,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1673_2.wav
6174,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1537_2.wav
6175,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1364_1.wav
6176,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1671_0.wav
6177,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1572_2.wav
6178,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1634_0.wav
6179,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1456_6.wav
6180,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_9.wav
6181,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1556_3.wav
6182,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1492_2.wav
6183,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1449_1.wav
6184,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1513_3.wav
6185,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1399_1.wav
6186,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1748_1.wav
6187,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1535_0.wav
6188,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1716_2.wav
6189,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1632_6.wav
6190,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1489_1.wav
6191,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1570_0.wav
6192,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1508_0.wav
6193,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1382_2.wav
6194,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1753_2.wav
6195,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1775_1.wav
6196,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1730_1.wav
6197,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1494_4.wav
6198,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1788_1.wav
6199,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1359_1.wav
6200,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1596_3.wav
6201,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1417_2.wav
6202,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1452_2.wav
6203,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1474_1.wav
6204,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1431_1.wav
6205,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1768_4.wav
6206,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1515_5.wav
6207,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_5.wav
6208,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1695_1.wav
6209,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1589_4.wav
6210,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1609_0.wav
6211,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1569_1.wav
6212,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1380_0.wav
6213,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1714_0.wav
6214,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1751_0.wav
6215,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_15.wav
6216,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1594_1.wav
6217,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_9.wav
6218,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1668_1.wav
6219,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1732_3.wav
6220,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1433_3.wav
6221,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1415_0.wav
6222,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1450_0.wav
6223,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1552_7.wav
6224,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1476_3.wav
6225,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1433_1.wav
6226,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1552_5.wav
6227,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1415_2.wav
6228,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1476_1.wav
6229,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1517_5.wav
6230,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1594_3.wav
6231,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_17.wav
6232,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1496_4.wav
6233,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_7.wav
6234,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1732_1.wav
6235,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1714_2.wav
6236,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1777_1.wav
6237,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1452_0.wav
6238,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1474_3.wav
6239,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1609_2.wav
6240,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1417_0.wav
6241,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1515_7.wav
6242,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1596_1.wav
6243,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1788_3.wav
6244,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1753_0.wav
6245,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1382_0.wav
6246,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1697_1.wav
6247,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1716_0.wav
6248,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1632_4.wav
6249,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1730_3.wav
6250,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1513_1.wav
6251,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1748_3.wav
6252,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1556_1.wav
6253,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1399_3.wav
6254,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1535_2.wav
6255,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1736_5.wav
6256,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1657_1.wav
6257,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1671_2.wav
6258,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1492_0.wav
6259,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1449_3.wav
6260,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1537_0.wav
6261,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1729_2.wav
6262,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1634_2.wav
6263,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1456_4.wav
6264,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1745_15.wav
6265,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1490_2.wav
6266,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1572_0.wav
6267,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1610_3.wav
6268,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1655_3.wav
6269,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1673_0.wav
6270,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1712_4.wav
6271,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1636_0.wav
6272,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1757_4.wav
6273,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1712_5.wav
6274,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1636_1.wav
6275,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1366_0.wav
6276,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1366_1.wav
6277,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1745_14.wav
6278,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1610_2.wav
6279,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1655_2.wav
6280,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1757_5.wav
6281,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1673_1.wav
6282,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1456_5.wav
6283,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1490_3.wav
6284,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1537_1.wav
6285,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1572_1.wav
6286,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1729_3.wav
6287,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1671_3.wav
6288,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1364_2.wav
6289,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1449_2.wav
6290,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1612_0.wav
6291,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1736_4.wav
6292,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1657_0.wav
6293,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1634_3.wav
6294,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1513_0.wav
6295,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1556_0.wav
6296,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1748_2.wav
6297,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1492_1.wav
6298,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1399_2.wav
6299,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1362_4.wav
6300,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1697_0.wav
6301,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1382_1.wav
6302,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1730_2.wav
6303,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1596_0.wav
6304,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1716_1.wav
6305,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1632_5.wav
6306,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1753_1.wav
6307,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1788_2.wav
6308,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1359_2.wav
6309,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1515_6.wav
6310,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1609_3.wav
6311,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1474_2.wav
6312,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1452_1.wav
6313,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1777_0.wav
6314,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1417_1.wav
6315,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1653_4.wav
6316,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_6.wav
6317,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1732_0.wav
6318,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1594_2.wav
6319,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1714_3.wav
6320,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_16.wav
6321,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1476_0.wav
6322,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1552_4.wav
6323,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1496_5.wav
6324,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1415_3.wav
6325,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1517_4.wav
6326,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1433_0.wav
6327,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1668_2.wav
6328,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1443_4.wav
6329,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1567_0.wav
6330,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1406_4.wav
6331,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1522_0.wav
6332,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1779_2.wav
6333,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1504_3.wav
6334,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1393_4.wav
6335,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_7.wav
6336,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1623_0.wav
6337,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1640_3.wav
6338,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1666_0.wav
6339,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1605_3.wav
6340,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1355_2.wav
6341,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1565_2.wav
6342,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1467_5.wav
6343,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1373_1.wav
6344,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1543_1.wav
6345,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1621_2.wav
6346,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1487_0.wav
6347,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1642_1.wav
6348,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1664_2.wav
6349,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1506_1.wav
6350,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1371_3.wav
6351,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1357_0.wav
6352,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1786_0.wav
6353,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1607_1.wav
6354,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1598_2.wav
6355,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1738_6.wav
6356,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_17.wav
6357,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1659_2.wav
6358,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1402_0.wav
6359,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_7.wav
6360,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1583_1.wav
6361,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1760_3.wav
6362,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1725_3.wav
6363,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1447_0.wav
6364,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1397_0.wav
6365,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1746_0.wav
6366,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1662_4.wav
6367,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1682_1.wav
6368,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1703_0.wav
6369,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1547_5.wav
6370,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1456_8.wav
6371,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1463_1.wav
6372,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1426_1.wav
6373,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1638_3.wav
6374,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1603_5.wav
6375,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1400_2.wav
6376,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1727_1.wav
6377,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1581_3.wav
6378,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1701_2.wav
6379,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1539_3.wav
6380,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1625_6.wav
6381,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1744_2.wav
6382,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1762_1.wav
6383,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1660_6.wav
6384,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1586_14.wav
6385,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1458_6.wav
6386,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1586_15.wav
6387,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1660_7.wav
6388,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1581_2.wav
6389,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1539_2.wav
6390,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1727_0.wav
6391,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1603_4.wav
6392,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1762_0.wav
6393,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1426_0.wav
6394,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1456_9.wav
6395,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1638_2.wav
6396,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1547_4.wav
6397,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1400_3.wav
6398,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1397_1.wav
6399,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1463_0.wav
6400,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1662_5.wav
6401,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1703_1.wav
6402,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1682_0.wav
6403,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1583_0.wav
6404,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1760_2.wav
6405,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_6.wav
6406,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1746_1.wav
6407,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1725_2.wav
6408,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1447_1.wav
6409,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1461_2.wav
6410,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_16.wav
6411,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1402_1.wav
6412,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1357_1.wav
6413,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1424_2.wav
6414,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1371_2.wav
6415,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1598_3.wav
6416,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1786_1.wav
6417,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1419_2.wav
6418,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1664_3.wav
6419,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1642_0.wav
6420,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1621_3.wav
6421,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1607_0.wav
6422,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1467_4.wav
6423,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1506_0.wav
6424,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1487_1.wav
6425,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1543_0.wav
6426,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1605_2.wav
6427,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1640_2.wav
6428,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1666_1.wav
